Peak #,Ret. Time,Letter,Type,Width,Area,Start Time,End Time,Sample Number,Treatment,File Name,Leaf Area,Compound Name,Tetralin Corrected,Leaf Area Corrected,Plant Volume,Water Status,Average 48 Hour Temp,Max 48 Hour Temp,Average 48 Hour Humidity,,Site,Date
8,18.94,,rBV,0.126,1773172,18.904,19.03,18,High,TIC: 0625201308.D,76.23,,0.53842078,0.007063109,15360,14,77.72,102.56,,,ToadPond2,7/16/12
1,17.983,,rBV,0.418,40017317,17.823,18.241,13,Control,TIC: 022502.D,21.6,Tetralin,1,0.046296296,43512,14,77.72,102.56,,,ToadPond2,7/16/12
1,17.726,,BB  ,0.024,38576009,17.608,17.817,84,Control,TIC: 0214201402.D,40.698,Tetralin,1,0.024571232,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
2,18.996,,VB  ,0.022,1361902,18.945,19.052,84,Control,TIC: 0214201402.D,40.698,,0.035304378,0.000867472,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
3,19.185,,BB  ,0.019,1454844,19.119,19.242,84,Control,TIC: 0214201402.D,40.698,,0.037713699,0.000926672,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
4,21.278,,BV  ,0.017,2107988,21.249,21.34,84,Control,TIC: 0214201402.D,40.698,,0.054645052,0.001342696,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
5,22.308,,BV  ,0.048,4864258,22.122,22.47,84,Control,TIC: 0214201402.D,40.698,,0.126095419,0.00309832,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
6,22.543,,PV  ,0.017,1409591,22.47,22.581,84,Control,TIC: 0214201402.D,40.698,,0.036540613,0.000897848,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
7,22.703,,BB  ,0.018,1647449,22.679,22.765,84,Control,TIC: 0214201402.D,40.698,,0.042706569,0.001049353,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
1,17.728,,BB  ,0.025,41964434,17.593,17.808,82,Control,TIC: 0214201403.D,21.2,Tetralin,1,0.047169811,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
2,18.998,,VB  ,0.028,1242080,18.947,19.061,82,Control,TIC: 0214201403.D,21.2,,0.029598398,0.001396151,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
3,19.186,,BB  ,0.019,1250408,19.123,19.238,82,Control,TIC: 0214201403.D,21.2,,0.029796851,0.001405512,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
4,22.308,,BB  ,0.016,9314616,22.179,22.422,82,Control,TIC: 0214201403.D,21.2,,0.221964533,0.010470025,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
5,22.608,,VV  ,0.017,2396515,22.584,22.67,82,Control,TIC: 0214201403.D,21.2,,0.057108241,0.002693785,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
6,22.702,,VB  ,0.016,23518431,22.67,22.813,82,Control,TIC: 0214201403.D,21.2,,0.560437226,0.026435718,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
1,17.727,,BV  ,0.026,52535322,17.593,17.803,80,High,TIC: 0214201405.D,63.65,Tetralin,1,0.015710919,90000,12.5,77.76,99.316,50.95,,ToadPond2,7/28/12
2,18.808,,BB  ,0.02,1155035,18.747,18.852,80,High,TIC: 0214201405.D,63.65,,0.021985875,0.000345418,90000,12.5,77.76,99.316,50.95,,ToadPond2,7/28/12
3,18.901,,BV  ,0.023,2277799,18.871,18.947,80,High,TIC: 0214201405.D,63.65,,0.043357477,0.000681186,90000,12.5,77.76,99.316,50.95,,ToadPond2,7/28/12
4,18.996,,VB  ,0.021,2868677,18.947,19.085,80,High,TIC: 0214201405.D,63.65,,0.054604729,0.00085789,90000,12.5,77.76,99.316,50.95,,ToadPond2,7/28/12
5,19.185,,PV  ,0.018,3170913,19.152,19.219,80,High,TIC: 0214201405.D,63.65,,0.060357734,0.000948275,90000,12.5,77.76,99.316,50.95,,ToadPond2,7/28/12
6,20.335,,BV  ,0.02,1416944,20.306,20.375,80,High,TIC: 0214201405.D,63.65,,0.026971263,0.000423743,90000,12.5,77.76,99.316,50.95,,ToadPond2,7/28/12
7,21.278,,VV  ,0.017,1059809,21.252,21.298,80,High,TIC: 0214201405.D,63.65,,0.020173266,0.000316941,90000,12.5,77.76,99.316,50.95,,ToadPond2,7/28/12
8,21.332,,VB  ,0.024,1349330,21.298,21.369,80,High,TIC: 0214201405.D,63.65,,0.025684243,0.000403523,90000,12.5,77.76,99.316,50.95,,ToadPond2,7/28/12
9,21.771,,PV  ,0.016,3849422,21.743,21.801,80,High,TIC: 0214201405.D,63.65,,0.073273026,0.001151187,90000,12.5,77.76,99.316,50.95,,ToadPond2,7/28/12
10,22.542,,BV  ,0.016,3070101,22.517,22.579,80,High,TIC: 0214201405.D,63.65,,0.058438797,0.000918127,90000,12.5,77.76,99.316,50.95,,ToadPond2,7/28/12
11,22.702,,BB  ,0.019,1288237,22.67,22.761,80,High,TIC: 0214201405.D,63.65,,0.02452135,0.000385253,90000,12.5,77.76,99.316,50.95,,ToadPond2,7/28/12
1,13.962,,BB  ,0.043,2388633,13.775,14.037,83,Control,TIC: 0214201406.D,52.7,,0.053919565,0.001023142,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
2,14.118,,BV  ,0.043,8548678,14.042,14.226,83,Control,TIC: 0214201406.D,52.7,,0.192972716,0.003661721,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
3,14.29,,VB  ,0.041,2949180,14.226,14.376,83,Control,TIC: 0214201406.D,52.7,,0.066573016,0.001263245,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
4,14.933,,PV  ,0.04,2710592,14.872,14.991,83,Control,TIC: 0214201406.D,52.7,,0.061187274,0.001161049,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
5,15.261,,BV  ,0.043,2553953,15.205,15.353,83,Control,TIC: 0214201406.D,52.7,,0.057651399,0.001093954,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
6,17.727,,VV  ,0.025,44299931,17.679,17.807,83,Control,TIC: 0214201406.D,52.7,Tetralin,1,0.018975332,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
7,18.783,,PV  ,0.018,658762,18.752,18.798,83,Control,TIC: 0214201406.D,52.7,,0.014870497,0.000282173,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
8,18.904,,BV  ,0.023,1607860,18.876,18.93,83,Control,TIC: 0214201406.D,52.7,,0.036294865,0.000688707,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
9,18.996,,VV  ,0.023,2118288,18.952,19.03,83,Control,TIC: 0214201406.D,52.7,,0.047816959,0.000907343,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
10,19.185,,PV  ,0.018,1697271,19.147,19.214,83,Control,TIC: 0214201406.D,52.7,,0.038313175,0.000727005,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
11,20.737,,VB  ,0.017,3113106,20.714,20.806,83,Control,TIC: 0214201406.D,52.7,,0.070273383,0.001333461,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
12,20.834,,BB  ,0.016,3893071,20.811,20.882,83,Control,TIC: 0214201406.D,52.7,,0.087879843,0.001667549,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
13,21.277,,VV  ,0.016,1304081,21.252,21.304,83,Control,TIC: 0214201406.D,52.7,,0.02943754,0.000558587,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
14,21.851,,VB  ,0.016,1605678,21.828,21.912,83,Control,TIC: 0214201406.D,52.7,,0.03624561,0.000687772,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
15,22.542,,BV  ,0.016,1309128,22.508,22.587,83,Control,TIC: 0214201406.D,52.7,,0.029551468,0.000560749,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
16,25.088,,BBA ,0.025,2267153,24.905,25.17,83,Control,TIC: 0214201406.D,52.7,,0.051177348,0.000971107,48300,13,77.76,99.316,50.95,,ToadPond2,7/28/12
1,17.729,,BV  ,0.027,68818674,17.589,17.806,79,High,TIC: 0214201410.D,43.2,Tetralin,1,0.023148148,90000,12.5,77.76,99.316,50.95,,ToadPond2,7/28/12
2,18.808,,BV  ,0.021,1204139,18.733,18.851,79,High,TIC: 0214201410.D,43.2,,0.017497271,0.000405029,90000,12.5,77.76,99.316,50.95,,ToadPond2,7/28/12
3,18.902,,VV  ,0.026,2826152,18.851,18.943,79,High,TIC: 0214201410.D,43.2,,0.041066644,0.000950617,90000,12.5,77.76,99.316,50.95,,ToadPond2,7/28/12
4,18.996,,VB  ,0.023,3026521,18.943,19.066,79,High,TIC: 0214201410.D,43.2,,0.043978194,0.001018014,90000,12.5,77.76,99.316,50.95,,ToadPond2,7/28/12
5,19.185,,BB  ,0.02,3333604,19.157,19.262,79,High,TIC: 0214201410.D,43.2,,0.048440399,0.001121306,90000,12.5,77.76,99.316,50.95,,ToadPond2,7/28/12
6,21.277,,PV  ,0.016,3358441,21.247,21.302,79,High,TIC: 0214201410.D,43.2,,0.048801304,0.00112966,90000,12.5,77.76,99.316,50.95,,ToadPond2,7/28/12
7,21.771,,PV  ,0.016,1857763,21.742,21.799,79,High,TIC: 0214201410.D,43.2,,0.026995042,0.000624885,90000,12.5,77.76,99.316,50.95,,ToadPond2,7/28/12
8,22.541,,BV  ,0.016,5436100,22.513,22.587,79,High,TIC: 0214201410.D,43.2,,0.078991641,0.00182851,90000,12.5,77.76,99.316,50.95,,ToadPond2,7/28/12
9,22.701,,BV  ,0.027,1870975,22.67,22.76,79,High,TIC: 0214201410.D,43.2,,0.027187025,0.000629329,90000,12.5,77.76,99.316,50.95,,ToadPond2,7/28/12
10,23.314,,BB  ,0.03,1720995,23.27,23.39,79,High,TIC: 0214201410.D,43.2,,0.025007675,0.000578881,90000,12.5,77.76,99.316,50.95,,ToadPond2,7/28/12
1,14.13,,rVV,0.183,30937404,13.989,14.173,26,Low,TIC: 121911.D,56.64,,4.667907825,0.082413627,8160,16,78.73,103.129,29,,PortalRoad1,7/20/12
2,14.43,,rBV,0.235,36327675,14.276,14.51,26,Low,TIC: 121911.D,56.64,,5.481204512,0.096772679,8160,16,78.73,103.129,29,,PortalRoad1,7/20/12
3,15.26,,rVB,0.172,1891020,15.185,15.357,26,Low,TIC: 121911.D,56.64,,0.285321517,0.005037456,8160,16,78.73,103.129,29,,PortalRoad1,7/20/12
4,17.28,,rVB,0.183,6627681,17.222,17.405,26,Low,TIC: 121911.D,56.64,Tetralin,1,0.017655367,8160,16,78.73,103.129,29,,PortalRoad1,7/20/12
5,18.33,,rBV,0.114,1190787,18.298,18.413,26,Low,TIC: 121911.D,56.64,,0.179668726,0.003172117,8160,16,78.73,103.129,29,,PortalRoad1,7/20/12
6,18.45,,rVV,0.063,1477220,18.413,18.475,26,Low,TIC: 121911.D,56.64,,0.222886406,0.003935141,8160,16,78.73,103.129,29,,PortalRoad1,7/20/12
7,18.51,,rVB,0.126,2292245,18.475,18.601,26,Low,TIC: 121911.D,56.64,,0.345859283,0.006106273,8160,16,78.73,103.129,29,,PortalRoad1,7/20/12
8,18.71,,rBV,0.114,3077192,18.636,18.75,26,Low,TIC: 121911.D,56.64,,0.464293921,0.00819728,8160,16,78.73,103.129,29,,PortalRoad1,7/20/12
1,13.59,,rBV,0.109,376144,13.526,13.634,29,Control,TIC: 121912.D,29.92,,0.06191841,0.002069466,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
2,14.06,,rBV,0.143,6429668,13.978,14.121,29,Control,TIC: 121912.D,29.92,,1.058410659,0.035374688,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
3,14.34,,rVB,0.223,6806772,14.264,14.487,29,Control,TIC: 121912.D,29.92,,1.120487098,0.037449435,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
4,15.25,,rVB,0.2,521843,15.139,15.34,29,Control,TIC: 121912.D,29.92,,0.085902444,0.002871071,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
5,15.84,,rVV,0.154,548283,15.803,15.958,29,Control,TIC: 121912.D,29.92,,0.090254827,0.003016538,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
6,16.02,,rVB,0.126,350816,15.958,16.083,29,Control,TIC: 121912.D,29.92,,0.057749077,0.001930116,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
7,16.32,,rBV,0.12,205149,16.267,16.387,29,Control,TIC: 121912.D,29.92,,0.033770311,0.001128687,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
8,16.87,,rVB,0.12,1877638,16.833,16.953,29,Control,TIC: 121912.D,29.92,,0.309084711,0.010330371,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
9,17.28,,rBV,0.149,6074833,17.228,17.377,29,Control,TIC: 121912.D,29.92,Tetralin,1,0.03342246,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
10,17.57,,rBV,0.052,315834,17.543,17.594,29,Control,TIC: 121912.D,29.92,,0.051990565,0.001737653,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
11,17.74,,rBV,0.074,246266,17.714,17.789,29,Control,TIC: 121912.D,29.92,,0.040538728,0.001354904,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
12,17.91,,rVB,0.074,379242,17.892,17.966,29,Control,TIC: 121912.D,29.92,,0.062428383,0.00208651,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
13,18.33,,rBV,0.069,1200102,18.292,18.361,29,Control,TIC: 121912.D,29.92,,0.197553085,0.00660271,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
14,18.45,,rBV,0.052,1516213,18.424,18.475,29,Control,TIC: 121912.D,29.92,,0.249589248,0.008341887,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
15,18.51,,rVB,0.097,2423480,18.475,18.573,29,Control,TIC: 121912.D,29.92,,0.398937716,0.01333348,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
16,18.71,,rBV,0.08,3364273,18.664,18.744,29,Control,TIC: 121912.D,29.92,,0.553805018,0.018509526,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
17,18.81,,rBV,0.063,234300,18.778,18.841,29,Control,TIC: 121912.D,29.92,,0.038568961,0.00128907,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
18,18.97,,rVB,0.069,276299,18.944,19.013,29,Control,TIC: 121912.D,29.92,,0.045482567,0.001520139,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
19,19.27,,rBV,0.069,210222,19.248,19.316,29,Control,TIC: 121912.D,29.92,,0.034605396,0.001156597,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
20,19.73,,rBV,0.08,430473,19.683,19.763,29,Control,TIC: 121912.D,29.92,,0.070861701,0.002368372,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
21,19.85,,rVB,0.063,304212,19.826,19.889,29,Control,TIC: 121912.D,29.92,,0.050077426,0.001673711,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
22,19.93,,rBV,0.069,525321,19.889,19.957,29,Control,TIC: 121912.D,29.92,,0.08647497,0.002890206,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
23,20.23,,rBV,0.074,251105,20.18,20.255,29,Control,TIC: 121912.D,29.92,,0.041335293,0.001381527,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
24,20.37,,rBV,0.057,221867,20.346,20.404,29,Control,TIC: 121912.D,29.92,,0.036522321,0.001220666,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
25,20.5,,rBV,0.063,225742,20.449,20.512,29,Control,TIC: 121912.D,29.92,,0.037160198,0.001241985,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
26,21.74,,rBV,0.08,394332,21.72,21.8,29,Control,TIC: 121912.D,29.92,,0.064912402,0.002169532,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
27,21.94,,rVB,0.092,204543,21.92,22.011,29,Control,TIC: 121912.D,29.92,,0.033670555,0.001125353,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
28,22.73,,rBV,0.08,206603,22.704,22.784,29,Control,TIC: 121912.D,29.92,,0.034009659,0.001136686,160512,15,78.73,103.129,29,,PortalRoad1,7/20/12
1,14.12,,rVV,0.177,25311176,13.989,14.167,36,Control,TIC: 121913.D,95.23,,3.945695043,0.04143332,160512,15,78.73,105.51,29,,ToadPond,7/20/12
2,14.42,,rBV,0.24,29866345,14.27,14.51,36,Control,TIC: 121913.D,95.23,,4.655788787,0.048889938,160512,15,78.73,105.51,29,,ToadPond,7/20/12
3,15.25,,rVB,0.172,1689865,15.185,15.357,36,Control,TIC: 121913.D,95.23,,0.26342877,0.002766237,160512,15,78.73,105.51,29,,ToadPond,7/20/12
4,17.28,,rBV,0.12,6414884,17.222,17.343,36,Control,TIC: 121913.D,95.23,Tetralin,1,0.010500893,160512,15,78.73,105.51,29,,ToadPond,7/20/12
5,18.33,,rBV,0.092,1366465,18.298,18.39,36,Control,TIC: 121913.D,95.23,,0.213014764,0.002236845,160512,15,78.73,105.51,29,,ToadPond,7/20/12
6,18.45,,rVV,0.086,1742855,18.39,18.475,36,Control,TIC: 121913.D,95.23,,0.271689246,0.00285298,160512,15,78.73,105.51,29,,ToadPond,7/20/12
7,18.51,,rVB,0.097,2554737,18.475,18.573,36,Control,TIC: 121913.D,95.23,,0.398251473,0.004181996,160512,15,78.73,105.51,29,,ToadPond,7/20/12
8,18.71,,rBV,0.092,3546641,18.659,18.75,36,Control,TIC: 121913.D,95.23,,0.552876872,0.005805701,160512,15,78.73,105.51,29,,ToadPond,7/20/12
1,14.12,,rBV,0.223,28765157,13.938,14.161,27,Low,TIC: 0624201303.D,18.3,,8.180867426,0.447041936,8160,16,78.74,103.129,29,,PortalRoad1,7/20/12
2,14.41,,rBV,0.246,31147527,14.258,14.504,27,Low,TIC: 0624201303.D,18.3,,8.858418156,0.484066566,8160,16,78.74,103.129,29,,PortalRoad1,7/20/12
3,15.25,,rBV,0.172,1117028,15.18,15.351,27,Low,TIC: 0624201303.D,18.3,,0.317684968,0.017359834,8160,16,78.74,103.129,29,,PortalRoad1,7/20/12
4,17.34,,rBV,0.086,3516150,17.291,17.377,27,Low,TIC: 0624201303.D,18.3,Tetralin,1,0.054644809,8160,16,78.74,103.129,29,,PortalRoad1,7/20/12
5,18.72,,rVB,0.132,1778331,18.693,18.825,27,Low,TIC: 0624201303.D,18.3,,0.505760846,0.027637205,8160,16,78.74,103.129,29,,PortalRoad1,7/20/12
6,18.95,,rBV,0.143,2348038,18.899,19.042,27,Low,TIC: 0624201303.D,18.3,,0.667786642,0.036491073,8160,16,78.74,103.129,29,,PortalRoad1,7/20/12
1,14.12,,rBV,0.2,30206670,13.961,14.161,30,Control,TIC: 0624201305.D,28.56,,8.465095776,0.296396911,160512,15,78.74,103.129,29,,PortalRoad1,7/20/12
2,14.42,,rBV,0.303,33117178,14.27,14.573,30,Control,TIC: 0624201305.D,28.56,,9.280734474,0.324955689,160512,15,78.74,103.129,29,,PortalRoad1,7/20/12
3,15.25,,rVB,0.166,1334661,15.179,15.345,30,Control,TIC: 0624201305.D,28.56,,0.374024452,0.013096094,160512,15,78.74,103.129,29,,PortalRoad1,7/20/12
4,17.35,,rBV,0.08,3568379,17.297,17.377,30,Control,TIC: 0624201305.D,28.56,Tetralin,1,0.035014006,160512,15,78.74,103.129,29,,PortalRoad1,7/20/12
5,18.66,,rVV,0.063,1200078,18.63,18.693,30,Control,TIC: 0624201305.D,28.56,,0.336309008,0.011775525,160512,15,78.74,103.129,29,,PortalRoad1,7/20/12
6,18.72,,rVB,0.172,2421147,18.693,18.864,30,Control,TIC: 0624201305.D,28.56,,0.678500518,0.023757021,160512,15,78.74,103.129,29,,PortalRoad1,7/20/12
7,18.95,,rBV,0.137,3118592,18.899,19.036,30,Control,TIC: 0624201305.D,28.56,,0.87395201,0.030600561,160512,15,78.74,103.129,29,,PortalRoad1,7/20/12
1,13.26,,rBV,0.155,865396,13.183,13.337,28,Control,TIC: 0624201306.D,36.75,,0.250008233,0.006802945,160512,15,78.74,103.129,29,,PortalRoad1,7/20/12
2,13.5,,rBV,0.132,2093202,13.417,13.549,28,Control,TIC: 0624201306.D,36.75,,0.60471476,0.016454823,160512,15,78.74,103.129,29,,PortalRoad1,7/20/12
3,13.59,,rVV,0.12,1224826,13.549,13.669,28,Control,TIC: 0624201306.D,36.75,,0.353845621,0.009628452,160512,15,78.74,103.129,29,,PortalRoad1,7/20/12
4,14.1,,rBV,0.172,19262000,13.978,14.15,28,Control,TIC: 0624201306.D,36.75,,5.564687835,0.151420077,160512,15,78.74,103.129,29,,PortalRoad1,7/20/12
5,14.25,,rVV,0.126,843156,14.155,14.281,28,Control,TIC: 0624201306.D,36.75,,0.243583218,0.006628115,160512,15,78.74,103.129,29,,PortalRoad1,7/20/12
6,14.4,,rVB,0.195,22274620,14.281,14.476,28,Control,TIC: 0624201306.D,36.75,,6.435017493,0.175102517,160512,15,78.74,103.129,29,,PortalRoad1,7/20/12
7,14.62,,rBV,0.132,707355,14.533,14.665,28,Control,TIC: 0624201306.D,36.75,,0.204351042,0.005560573,160512,15,78.74,103.129,29,,PortalRoad1,7/20/12
8,15.25,,rBV,0.154,880733,15.174,15.328,28,Control,TIC: 0624201306.D,36.75,,0.25443901,0.00692351,160512,15,78.74,103.129,29,,PortalRoad1,7/20/12
9,17.35,,rBV,0.08,3461470,17.297,17.377,28,Control,TIC: 0624201306.D,36.75,Tetralin,1,0.027210884,160512,15,78.74,103.129,29,,PortalRoad1,7/20/12
10,18.53,,rVB,0.08,707587,18.51,18.59,28,Control,TIC: 0624201306.D,36.75,,0.204418065,0.005562396,160512,15,78.74,103.129,29,,PortalRoad1,7/20/12
11,18.66,,rBV,0.103,1197454,18.59,18.693,28,Control,TIC: 0624201306.D,36.75,,0.345937997,0.009413279,160512,15,78.74,103.129,29,,PortalRoad1,7/20/12
12,18.72,,rVV,0.063,1955382,18.693,18.756,28,Control,TIC: 0624201306.D,36.75,,0.564899306,0.01537141,160512,15,78.74,103.129,29,,PortalRoad1,7/20/12
13,18.95,,rBV,0.086,2683296,18.899,18.985,28,Control,TIC: 0624201306.D,36.75,,0.775189732,0.021093598,160512,15,78.74,103.129,29,,PortalRoad1,7/20/12
14,20.5,,rVB,0.046,792350,20.478,20.524,28,Control,TIC: 0624201306.D,36.75,,0.228905638,0.006228725,160512,15,78.74,103.129,29,,PortalRoad1,7/20/12
15,20.56,,rVB,0.092,2437767,20.53,20.621,28,Control,TIC: 0624201306.D,36.75,,0.704257729,0.019163476,160512,15,78.74,103.129,29,,PortalRoad1,7/20/12
16,24.78,,rBV,0.126,757901,24.758,24.884,28,Control,TIC: 0624201306.D,36.75,,0.218953508,0.005957919,160512,15,78.74,103.129,29,,PortalRoad1,7/20/12
1,12.69,,rVB,0.092,246769,12.645,12.736,42,Control,TIC: 121909.D,44.84,,0.040565236,0.000904666,8580,20.5,78.95,101.39,,,StatelineRoad1,7/22/12
2,13.46,,rBV,0.155,616303,13.377,13.532,42,Control,TIC: 121909.D,44.84,,0.101311254,0.002259395,8580,20.5,78.95,101.39,,,StatelineRoad1,7/22/12
3,13.59,,rVV,0.137,757875,13.532,13.669,42,Control,TIC: 121909.D,44.84,,0.124583632,0.002778404,8580,20.5,78.95,101.39,,,StatelineRoad1,7/22/12
4,13.92,,rVB,0.126,502245,13.858,13.984,42,Control,TIC: 121909.D,44.84,,0.082561776,0.001841253,8580,20.5,78.95,101.39,,,StatelineRoad1,7/22/12
5,14.05,,rVB,0.149,2257597,13.984,14.132,42,Control,TIC: 121909.D,44.84,,0.371116126,0.008276452,8580,20.5,78.95,101.39,,,StatelineRoad1,7/22/12
6,14.33,,rBV,0.114,2118749,14.27,14.384,42,Control,TIC: 121909.D,44.84,,0.348291534,0.007767429,8580,20.5,78.95,101.39,,,StatelineRoad1,7/22/12
7,15.78,,rBV,0.08,424001,15.723,15.803,42,Control,TIC: 121909.D,44.84,,0.0696996,0.001554407,8580,20.5,78.95,101.39,,,StatelineRoad1,7/22/12
8,15.83,,rVB,0.149,639490,15.803,15.952,42,Control,TIC: 121909.D,44.84,,0.105122859,0.002344399,8580,20.5,78.95,101.39,,,StatelineRoad1,7/22/12
9,16.02,,rVB,0.132,378304,15.958,16.089,42,Control,TIC: 121909.D,44.84,,0.062187678,0.00138688,8580,20.5,78.95,101.39,,,StatelineRoad1,7/22/12
10,17.27,,rBV,0.143,6083263,17.228,17.371,42,Control,TIC: 121909.D,44.84,Tetralin,1,0.022301517,8580,20.5,78.95,101.39,,,StatelineRoad1,7/22/12
11,17.74,,rBV,0.08,438472,17.709,17.789,42,Control,TIC: 121909.D,44.84,,0.072078422,0.001607458,8580,20.5,78.95,101.39,,,StatelineRoad1,7/22/12
12,17.92,,rVB,0.069,365526,17.886,17.955,42,Control,TIC: 121909.D,44.84,,0.06008716,0.001340035,8580,20.5,78.95,101.39,,,StatelineRoad1,7/22/12
13,18.32,,rBV,0.092,646598,18.292,18.384,42,Control,TIC: 121909.D,44.84,,0.106291311,0.002370457,8580,20.5,78.95,101.39,,,StatelineRoad1,7/22/12
14,18.45,,rBV,0.069,874967,18.407,18.475,42,Control,TIC: 121909.D,44.84,,0.143831855,0.003207668,8580,20.5,78.95,101.39,,,StatelineRoad1,7/22/12
15,18.5,,rVB,0.086,1507035,18.475,18.561,42,Control,TIC: 121909.D,44.84,,0.247734645,0.005524858,8580,20.5,78.95,101.39,,,StatelineRoad1,7/22/12
16,18.7,,rBV,0.126,2143329,18.653,18.779,42,Control,TIC: 121909.D,44.84,,0.352332128,0.007857541,8580,20.5,78.95,101.39,,,StatelineRoad1,7/22/12
17,19.72,,rBV,0.063,703305,19.694,19.757,42,Control,TIC: 121909.D,44.84,,0.115613117,0.002578348,8580,20.5,78.95,101.39,,,StatelineRoad1,7/22/12
18,19.85,,rVB,0.069,202552,19.826,19.894,42,Control,TIC: 121909.D,44.84,,0.033296604,0.000742565,8580,20.5,78.95,101.39,,,StatelineRoad1,7/22/12
19,19.93,,rBV,0.074,733255,19.894,19.969,42,Control,TIC: 121909.D,44.84,,0.120536462,0.002688146,8580,20.5,78.95,101.39,,,StatelineRoad1,7/22/12
20,20.22,,rBV,0.057,321559,20.198,20.255,42,Control,TIC: 121909.D,44.84,,0.052859625,0.00117885,8580,20.5,78.95,101.39,,,StatelineRoad1,7/22/12
21,20.37,,rVB,0.103,454239,20.341,20.444,42,Control,TIC: 121909.D,44.84,,0.074670288,0.001665261,8580,20.5,78.95,101.39,,,StatelineRoad1,7/22/12
22,22.73,,rBV,0.109,1083251,22.704,22.813,42,Control,TIC: 121909.D,44.84,,0.178070716,0.003971247,8580,20.5,78.95,101.39,,,StatelineRoad1,7/22/12
1,13.46,,rBV,0.114,201436,13.417,13.531,46,High,TIC: 121910.D,39.6,,0.034355749,0.000867569,12000,21.5,78.95,101.39,,,StatelineRoad1,7/21/12
2,13.59,,rBV,0.143,373848,13.531,13.674,46,High,TIC: 121910.D,39.6,,0.063761333,0.001610135,12000,21.5,78.95,101.39,,,StatelineRoad1,7/21/12
3,13.92,,rBV,0.166,250642,13.812,13.978,46,High,TIC: 121910.D,39.6,,0.042748037,0.001079496,12000,21.5,78.95,101.39,,,StatelineRoad1,7/21/12
4,14.06,,rVV,0.149,6109133,13.978,14.127,46,High,TIC: 121910.D,39.6,,1.041938075,0.026311568,12000,21.5,78.95,101.39,,,StatelineRoad1,7/21/12
5,14.34,,rVB,0.206,6684368,14.258,14.464,46,High,TIC: 121910.D,39.6,,1.1400468,0.028789061,12000,21.5,78.95,101.39,,,StatelineRoad1,7/21/12
